Date,ACWO_1,ACWO_2,ACWO_3,ACWO_4,ACWO_5,ACWO_6,ADMO_1,ADMO_2,ADMO_3,ADMO_4,ADMO_5,ADMO_6,ADRR_1,ADRR_2,ADRR_3,ADRR_4,ADRR_5,ADRR_6,AREG_1,AREG_2,AREG_3,AREG_4,AREG_5,AREG_6,CSO_1,CSO_2,CSO_3,CSO_4,CSO_5,CSO_6,CWE_1,CWE_2,CWE_3,CWE_4,CWE_5,CWE_6,CWWG_1,CWWG_2,CWWG_3,CWWG_4,CWWG_5,CWWG_6,CWWH_1,CWWH_2,CWWH_3,CWWH_4,CWWH_5,CWWH_6,DPB_1,DPB_2,DPB_3,DPB_4,DPB_5,DPB_6,DPH_1,DPH_2,DPH_3,DPH_4,DPH_5,DPH_6,HTB_1,HTB_2,HTB_3,HTB_4,HTB_5,HTB_6,HTH_1,HTH_2,HTH_3,HTH_4,HTH_5,HTH_6,ITP_1,ITP_2,ITP_3,ITP_4,ITP_5,ITP_6,OGO_1,OGO_2,OGO_3,OGO_4,OGO_5,OGO_6,PPL_1,PPL_2,PPL_3,PPL_4,PPL_5,PPL_6,PS_1,PS_2,PS_3,PS_4,PS_5,PS_6,PWG_1,PWG_2,PWG_3,PWG_4,PWG_5,PWG_6,PWH_1,PWH_2,PWH_3,PWH_4,PWH_5,PWH_6,RRIR_1,RRIR_2,RRIR_3,RRIR_4,RRIR_5,RRIR_6,RRR_1,RRR_2,RRR_3,RRR_4,RRR_5,RRR_6,RR_1,RR_2,RR_3,RR_4,RR_5,RR_6,TAGI_1,TAGI_2,TAGI_3,TAGI_4,TAGI_5,TAGI_6,TGA_1,TGA_2,TGA_3,TGA_4,TGA_5,TGA_6,TLRR_1,TLRR_2,TLRR_3,TLRR_4,TLRR_5,TLRR_6
2023-06-28,0,0,0,0,0,0,1431,1502,1141,1361,1351,1641,372,384,226,224,362,358,,,,,,,28083,28083,28083,28083,28083,28083,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,68,68,68,67,68,67,68,68,69,68,66,66,76,75,74,73,73,73,79,78,76,76,75,76,3095,3095,3095,3095,3095,3095,1472,1943,3514,3474,3948,4186,17500,17500,16950,16770,16590,16590,11174,10774,9392,9832,9528,9580,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,31137,30737,28805,29065,28581,28633,28042,27642,25710,25970,25486,25538,19963,19963,19413,19233,19053,19053
2023-06-29,0,0,0,0,0,0,1509,1431,1502,1141,1361,1351,369,372,384,226,224,362,,,,,,,28083,28083,28083,28083,28083,28083,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,67,67,67,68,67,66,62,63,66,66,65,63,76,75,74,73,71,72,82,80,78,77,76,77,3095,3095,3095,3095,3095,3095,3104,1480,2080,3325,3615,4193,18500,17750,17250,16930,16580,16380,8620,10916,10887,9601,9881,9493,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,29583,31129,30600,28994,28924,28336,26488,28034,27505,25899,25829,25241,20963,20213,19713,19393,19043,18843
2023-06-30,0,0,0,0,0,0,1405,1509,1431,1502,1141,1361,370,369,372,384,226,224,,,,,,,28083,28083,28083,28083,28083,28083,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,66,65,65,65,66,65,60,61,60,63,65,63,76,77,77,74,70,73,86,86,86,82,77,79,3095,3095,3095,3095,3095,3095,2216,2332,2052,2252,3546,3837,18570,18340,18250,17250,16120,16550,9334,9552,9844,10715,10190,9689,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,30367,30355,30557,30428,28773,28702,27272,27260,27462,27333,25678,25607,21033,20803,20713,19713,18583,19013
2023-07-01,0,0,0,0,0,0,1414,1405,1509,1431,1502,1141,373,370,369,372,384,226,,,,,,,28019,28019,28019,28019,28019,28019,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,66,65,65,65,66,66,60,62,62,65,65,65,76,76,76,74,75,74,85,84,82,80,80,80,3095,3095,3095,3095,3095,3095,1865,2302,2900,2216,2366,3761,16430,16200,15940,16000,16000,15740,11770,11554,11320,11866,11787,10291,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,30663,30217,29723,30329,30250,28494,27568,27122,26628,27234,27155,25399,18893,18663,18403,18463,18463,18203
2023-07-02,0,0,0,0,0,0,1559,1414,1405,1509,1431,1502,227,373,370,369,372,384,,,,,,,28019,28019,28019,28019,28019,28019,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,66,67,68,68,68,68,69,67,68,69,69,67,74,76,76,74,73,74,75,78,80,79,76,79,3095,3095,3095,3095,3095,3095,1860,2349,2900,3100,2366,2516,15400,15850,16400,16090,15750,16000,12950,11866,10756,10970,11966,11637,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,30813,30179,29619,29523,30179,30100,27718,27084,26524,26428,27084,27005,17863,18313,18863,18553,18213,18463
2023-07-03,0,0,0,0,0,0,1445,1559,1414,1405,1509,1431,230,227,373,370,369,372,,,,,,,28019,28019,28019,28019,28019,28019,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,71,71,72,70,69,67,71,72,72,69,68,68,77,81,78,76,74,74,83,85,82,84,82,82,3295,3295,3295,3295,3295,3295,1886,2360,2949,3100,3250,2516,18300,18430,17940,17630,17360,17500,10110,9620,9376,9526,9750,10266,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,30873,30513,29779,29619,29573,30229,27578,27218,26484,26324,26278,26934,20763,20893,20403,20093,19823,19963
2023-07-04,0,0,0,0,0,0,1445,1445,1559,1414,1405,1509,383,230,227,373,370,369,,,,,,,28019,28019,28019,28019,28019,28019,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,70,69,68,69,68,67,71,69,67,67,68,66,73,75,81,79,75,78,80,84,87,86,82,85,3095,3095,3095,3095,3095,3095,1513,1516,2089,2278,2386,2536,17150,17660,18890,18110,16840,17550,11433,10920,9231,9677,10830,10074,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,31046,31043,30584,30250,30133,30087,27951,27948,27489,27155,27038,26992,19613,20123,21353,20573,19303,20013
2023-07-05,0,0,0,0,0,0,1198,1445,1445,1559,1414,1405,224,383,230,227,373,370,,,,,,,28019,28019,28019,28019,28019,28019,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,69,69,69,67,67,67,68,67,66,64,66,66,79,77,79,83,80,77,89,90,90,91,88,86,3295,3295,3295,3295,3295,3095,1843,2110,2114,2289,2428,2536,20960,20960,20840,21500,20320,19070,7246,7226,7342,6621,7517,8450,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,30669,30649,30645,30584,30300,29983,27374,27354,27350,27289,27005,26888,23423,23423,23303,23963,22783,21533
2023-07-06,0,0,0,0,0,0,1064,1198,1445,1445,1559,1414,360,224,383,230,227,373,,,,,,,28019,28019,28019,28019,28019,28019,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,70,70,70,69,68,68,70,68,67,66,65,66,83,79,79,80,82,82,90,90,90,90,90,89,3295,3295,3295,3295,3295,3295,1945,2106,2306,2306,2439,2578,22100,21500,21500,21500,22000,20970,5870,6443,6490,6490,5971,6717,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,30433,30406,30453,30453,30434,30150,27138,27111,27158,27158,27139,26855,24563,23963,23963,23963,24463,23433
2023-07-07,0,0,0,0,0,0,1097,1064,1198,1445,1445,1559,338,360,224,383,230,227,,,,,,,28019,28019,28019,28019,28019,28019,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,67,68,69,69,69,69,68,69,68,68,68,68,83,80,80,81,80,81,87,86,90,88,87,88,3295,3295,3295,3295,3295,3295,2166,2081,2278,2428,2428,2561,20750,20570,20790,20280,20100,20500,7032,7264,6981,7588,7768,7349,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,30245,30297,30234,30331,30331,30312,26950,27002,26939,27036,27036,27017,23213,23033,23253,22743,22563,22963
2023-07-08,0,0,0,0,0,0,1300,1097,1064,1198,1445,1445,343,338,360,224,383,230,,,,,,,28019,28019,28019,28019,28019,28019,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,70,70,70,69,69,69,69,70,66,69,68,67,79,77,77,78,76,76,87,86,88,85,83,83,3095,3095,3095,3095,3095,3095,1434,1922,2327,2447,2597,2597,19250,19000,18670,18370,17450,17350,9267,8826,8718,9032,10049,10149,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,30980,30289,29851,29865,29962,29962,27885,27194,26756,26770,26867,26867,21713,21463,21133,20833,19913,19813
2023-07-09,0,0,0,0,0,0,1170,1300,1097,1064,1198,1445,209,343,338,360,224,383,,,,,,,28019,28019,28019,28019,28019,28019,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,69,69,67,68,68,67,71,71,69,68,67,65,74,73,73,75,76,75,82,80,82,83,83,83,3095,3095,3095,3095,3095,3095,1858,1904,2492,2447,2597,2597,17900,17500,17500,17820,17740,17230,10063,10547,9756,9448,9512,10269,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,30426,30510,29719,29731,29715,29962,27331,27415,26624,26636,26620,26867,20363,19963,19963,20283,20203,19693
2023-07-10,0,0,0,0,0,0,1229,1170,1300,1097,1064,1198,208,209,343,338,360,224,,,,,,,28019,28019,28019,28019,28019,28019,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,68,69,70,70,69,68,70,70,70,69,69,68,70,72,71,74,71,75,76,79,77,81,80,81,3295,3295,3295,3295,3295,3095,2209,2709,2871,2729,2962,2634,18000,18250,18000,18750,18260,18390,9871,9062,9280,8469,8693,8825,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,30334,29775,29743,29682,29416,29678,27039,26480,26448,26387,26121,26583,20463,20713,20463,21213,20723,20853
2023-07-11,0,0,0,0,0,0,1355,1229,1170,1300,1097,1064,353,208,209,343,338,360,,,,,,,28019,28019,28019,28019,28019,28019,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,63,66,66,67,68,68,64,65,64,65,64,67,83,80,79,77,75,73,88,86,86,84,83,82,3295,3295,3295,3295,3295,3295,1846,2370,2970,2736,2879,2617,20570,20000,20000,19500,19250,18590,7790,7710,7051,7915,7819,8708,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,30823,30173,29514,29878,29532,29761,27528,26878,26219,26583,26237,26466,23033,22463,22463,21963,21713,21053
2023-07-12,0,0,0,0,0,0,1243,1355,1229,1170,1300,1097,334,353,208,209,343,338,,,,,,,28019,28019,28019,28019,28019,28019,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,65,64,64,65,66,67,64,63,64,63,64,66,87,87,85,83,82,82,91,91,89,89,89,87,3295,3295,3295,3295,3295,3295,2848,2612,3230,3430,2816,2960,22550,22100,21500,21500,21500,21000,4696,5494,5350,5091,5835,5988,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,29709,30057,29313,29054,29798,29451,26414,26762,26018,25759,26503,26156,25013,24563,23963,23963,23963,23463
2023-07-13,0,0,0,0,0,0,1147,1243,1355,1229,1170,1300,317,334,353,208,209,343,,,,,,,28019,28019,28019,28019,28019,28019,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,68,68,70,65,67,68,67,66,70,67,68,66,80,82,80,79,80,80,88,89,85,83,85,87,3295,3295,3295,3295,3295,3295,2656,2710,3209,3407,3557,2945,20900,20800,19700,19000,20000,20250,6442,6584,7297,7673,6464,6956,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,29805,29847,29460,29136,28927,29669,26510,26552,26165,25841,25632,26374,23363,23263,22163,21463,22463,22713
2023-07-14,0,0,0,0,0,0,1147,1147,1243,1355,1229,1170,345,317,334,353,208,209,,,,,,,28019,28019,28019,28019,28019,28019,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,72,71,71,70,69,70,72,72,71,70,70,69,77,78,76,74,76,77,81,81,82,80,79,83,3295,3295,3295,3295,3295,3295,2781,2623,2776,3403,3551,3268,19160,19150,19200,18400,18250,19250,8057,8225,8118,8403,8279,7503,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,29680,29838,29781,29266,28992,29216,26385,26543,26486,25971,25697,25921,21623,21613,21663,20863,20713,21713
2023-07-15,0,0,0,0,0,0,1512,1147,1147,1243,1355,1229,326,345,317,334,353,208,,,,,,,28019,28019,28019,28019,28019,28019,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,72,71,71,71,71,70,72,69,71,70,70,69,81,80,81,76,76,76,86,87,86,86,85,83,3095,3095,3095,3095,3095,3095,3253,3190,2782,2968,3114,3262,19320,19400,19000,18700,18000,18000,7590,7208,8016,8226,8892,8618,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,29373,29071,29479,29389,29355,29081,26278,25976,26384,26294,26260,25986,21783,21863,21463,21163,20463,20463
2023-07-16,0,0,0,0,0,0,1174,1512,1147,1147,1243,1355,205,326,345,317,334,353,,,,,,,28019,28019,28019,28019,28019,28019,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,74,73,72,71,71,71,74,73,73,72,70,71,76,78,76,76,78,77,79,82,80,80,85,84,3095,3095,3095,3095,3095,3095,3654,3849,3386,2979,3115,3261,18330,18620,18100,18200,19300,19000,7841,7694,8312,8619,7479,7745,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,28634,28777,28875,29282,29242,29208,25539,25682,25780,26187,26147,26113,20793,21083,20563,20663,21763,21463
2023-07-17,0,0,0,0,0,0,1099,1174,1512,1147,1147,1243,209,205,326,345,317,334,,,,,,,28019,28019,28019,28019,28019,28019,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,70,70,70,70,71,69,67,66,68,69,69,68,83,84,83,81,80,81,90,90,90,88,87,87,3295,3295,3295,3095,3095,3095,3058,3658,3478,3433,3183,3319,22900,22810,22310,21430,21200,21470,3992,3557,4575,4935,5415,5105,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,29355,28830,29348,28828,29078,29038,26060,25535,26053,25733,25983,25943,25363,25273,24773,23893,23663,23933
2023-07-18,0,0,0,0,0,0,1185,1099,1174,1512,1147,1147,330,209,205,326,345,317,,,,,,,28019,28019,28019,28019,28019,28019,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,70,70,70,70,69,71,71,70,71,69,67,68,82,83,83,82,82,81,85,87,86,85,86,87,3295,3295,3295,3295,3295,3295,2097,3317,3517,3621,3579,3329,21170,21180,20960,20630,20300,20920,6769,5453,5548,6112,6119,5749,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,30402,29096,28971,29205,28882,29132,27107,25801,25676,25910,25587,25837,23633,23643,23423,23093,22763,23383
2023-07-19,0,0,0,0,0,0,1335,1185,1099,1174,1512,1147,366,330,209,205,326,345,,,,,,,28019,28019,28019,28019,28019,28019,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,67,65,66,62,63,64,64,63,66,62,61,62,84,82,81,82,80,79,85,86,85,85,85,84,3295,3295,3295,3295,3295,3295,2157,2658,3443,3593,3790,3552,20790,20790,20510,20820,20340,20190,7239,6588,5997,5612,6233,6256,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,30492,29841,28970,28895,29036,28909,27197,26546,25675,25600,25741,25614,23253,23253,22973,23283,22803,22653
2023-07-20,0,0,0,0,0,0,1265,1335,1185,1099,1174,1512,336,366,330,209,205,326,,,,,,,28019,28019,28019,28019,28019,28019,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,63,66,67,66,66,66,62,63,63,64,66,66,77,76,77,76,77,77,85,86,86,85,84,84,3295,3295,3295,3295,3295,3295,2119,2715,2532,3014,3164,3166,19680,19700,19840,19550,19280,19250,8317,7771,7664,7386,7581,7947,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,30460,29934,29967,29399,29324,29660,27165,26639,26672,26104,26029,26365,22143,22163,22303,22013,21743,21713
2023-07-21,0,0,0,0,0,0,1265,1265,1335,1185,1099,1174,338,336,366,330,209,205,,,,,,,28019,28019,28019,28019,28019,28019,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,66,67,68,68,67,66,67,67,68,68,66,66,74,74,75,76,76,77,78,80,81,81,84,83,3295,3295,3295,3295,3295,3295,2059,2023,2268,2565,2947,2947,17340,17280,18160,18190,18670,18660,10717,10813,9758,9281,8333,8418,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,30520,30556,30381,29934,29466,29541,27225,27261,27086,26639,26171,26246,19803,19743,20623,20653,21133,21123
2023-07-22,0,0,0,0,0,0,1092,1265,1265,1335,1185,1099,338,338,336,366,330,209,,,,,,,28019,28019,28019,28019,28019,28019,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,63,65,63,66,64,67,60,63,61,64,63,66,79,79,82,79,78,76,83,82,83,83,82,82,3095,3095,3095,3095,3095,3295,2402,2294,2145,2392,2642,2894,17300,17600,17780,17500,17140,17250,10041,10022,9991,10094,10054,9806,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,29804,30085,30234,30057,29657,29519,26709,26990,27139,26962,26562,26224,19763,20063,20243,19963,19603,19713
2023-07-23,0,0,0,0,0,0,1326,1092,1265,1265,1335,1185,212,338,338,336,366,330,,,,,,,28019,28019,28019,28019,28019,28019,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,60,61,61,63,64,64,57,56,58,59,61,61,80,79,82,80,78,79,86,86,86,85,84,84,3095,3095,3095,3095,3095,3095,1904,2999,2541,2392,2642,2892,18550,18700,19000,18740,18250,18120,9523,8044,8375,8784,9094,8824,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,30536,29207,29838,29987,29807,29407,27441,26112,26743,26892,26712,26312,21013,21163,21463,21203,20713,20583
2023-07-24,0,0,0,0,0,0,1325,1326,1092,1265,1265,1335,210,212,338,338,336,366,,,,,,,28019,28019,28019,28019,28019,28019,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,63,64,63,62,63,64,62,63,60,60,61,61,83,82,83,82,82,80,87,86,87,88,86,87,3295,3295,3295,3295,3295,3295,1604,2427,3224,2816,2684,2934,20230,20200,20350,20450,20200,20270,8342,7550,6369,6850,7232,6982,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,31035,30213,29182,29763,29895,29715,27740,26918,25887,26468,26600,26420,22693,22663,22813,22913,22663,22733
2023-07-25,0,0,0,0,0,0,1412,1325,1326,1092,1265,1265,350,210,212,338,338,336,,,,,,,28019,28019,28019,28019,28019,28019,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,67,65,62,65,65,66,67,67,62,64,64,66,82,82,81,81,82,81,85,85,87,86,86,84,3295,3295,3295,3295,3295,3295,1586,2078,3001,3349,3040,2926,20900,20550,20500,20100,20200,19910,7777,7548,6676,6494,6876,7280,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,31140,30561,29639,29057,29539,29653,27845,27266,26344,25762,26244,26358,23363,23013,22963,22563,22663,22373
2023-07-26,0,0,0,0,0,0,1379,1412,1325,1326,1092,1265,364,350,210,212,338,338,,,,,,,28019,28019,28019,28019,28019,28019,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,64,64,64,67,65,66,64,63,63,67,65,65,86,85,86,84,83,82,88,90,91,89,88,87,3295,3295,3295,3295,3295,3295,1906,1962,2678,2870,3168,2709,22150,22170,22000,21800,21200,21000,6174,6131,5498,5507,5575,6407,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,30787,30764,29961,29770,29238,29870,27492,27469,26666,26475,25943,26575,24613,24633,24463,24263,23663,23463
2023-07-27,0,0,0,0,0,0,1342,1379,1412,1325,1326,1092,314,364,350,210,212,338,,,,,,,28019,28019,28019,28019,28019,28019,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,70,70,68,68,68,66,72,72,70,68,68,66,88,88,88,89,86,85,89,90,90,93,90,89,3295,3295,3295,3295,3295,3295,1896,2384,2562,2878,3020,3168,21850,22000,22400,23400,22900,21860,6447,5846,5301,3898,4257,4915,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,30760,30309,30164,29761,29620,29238,27465,27014,26869,26466,26325,25943,24313,24463,24863,25863,25363,24323
2023-07-28,0,0,0,0,0,0,1277,1342,1379,1412,1325,1326,324,314,364,350,210,212,,,,,,,28019,28019,28019,28019,28019,28019,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,67,68,68,68,69,70,68,69,69,69,70,70,87,89,89,89,89,88,91,92,92,93,93,92,3295,3295,3295,3295,3295,3295,1440,1943,2535,2297,2563,2705,23500,24000,23590,23000,23300,23000,5188,4250,4105,4966,4313,4472,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,31151,30713,30158,30429,30076,29935,27856,27418,26863,27134,26781,26640,25963,26463,26053,25463,25763,25463
2023-07-29,0,0,0,0,0,0,1397,1277,1342,1379,1412,1325,326,324,314,364,350,210,,,,,,,28019,28019,28019,28019,28019,28019,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,73,71,71,70,67,70,74,72,72,70,66,67,83,84,83,84,82,80,85,86,86,88,88,86,3095,3095,3095,3095,3095,3095,1550,2108,2613,2719,2431,2581,18910,19220,18960,19850,19700,19150,9588,8600,8420,7461,7932,8245,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,30961,30283,29843,29774,30095,29858,27866,27188,26748,26679,27000,26763,21373,21683,21423,22313,22163,21613
2023-07-30,0,0,0,0,0,0,1205,1397,1277,1342,1379,1412,216,326,324,314,364,350,,,,,,,28019,28019,28019,28019,28019,28019,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,57,58,57,56,58,60,55,56,56,54,56,59,75,75,76,75,76,77,79,79,79,79,80,82,3095,3095,3095,3095,3095,3095,1950,2150,2358,2808,2869,2581,16300,16170,16690,16550,17050,17570,11606,11728,10880,10635,10111,9912,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,30369,30361,30033,29648,29624,29945,27274,27266,26938,26553,26529,26850,18763,18633,19153,19013,19513,20033
2023-07-31,0,0,0,0,0,0,1421,1205,1397,1277,1342,1379,208,216,326,324,314,364,,,,,,,28019,28019,28019,28019,28019,28019,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,56,56,56,55,55,53,54,55,53,54,54,52,78,77,77,76,76,76,79,80,80,79,79,79,3295,3295,3295,3295,3295,3295,1862,2462,2315,2502,2852,3002,16800,16810,16830,16850,16940,17140,11610,10784,11103,10776,10401,10088,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,30873,30057,30396,30089,29804,29691,27578,26762,27101,26794,26509,26396,19263,19273,19293,19313,19403,19603
2023-08-01,0,0,0,0,0,0,1449,1421,1205,1397,1277,1342,329,208,216,326,324,314,,,,,,,28079,28079,28079,28079,28079,28079,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,52,53,54,53,52,55,49,52,53,52,53,54,74,74,73,74,74,74,77,77,77,77,77,78,3295,3295,3295,3295,3295,3295,4232,2756,3006,2596,2791,3035,15850,15960,15790,16030,16120,16560,10278,11616,11320,11682,11277,10658,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,28591,30039,29573,30175,29860,29681,25296,26744,26278,26880,26565,26386,18313,18423,18253,18493,18583,19023
2023-08-02,0,0,0,0,0,0,1471,1449,1421,1205,1397,1277,337,329,208,216,326,324,,,,,,,28079,28079,28079,28079,28079,28079,No,No,-,-,-,-,No,No,-,-,-,-,No,No,-,-,-,-,51,52,52,53,52,55,50,50,49,49,51,54,73,73,73,73,75,75,77,78,78,78,78,79,3295,3295,3295,3295,3295,3295,4348,3337,3254,3504,2844,3039,16500,15750,15790,15820,16080,16470,9534,11273,11288,10792,11384,10679,No,No,No,No,No,No,No,No,No,No,No,No,2463,2463,2463,2463,2463,2463,160,160,160,160,160,160,2303,2303,2303,2303,2303,2303,28497,29486,29541,29075,29927,29612,25202,26191,26246,25780,26632,26317,18963,18213,18253,18283,18543,18933
